audio,caption
dataset/Soundz  Personal.mp3,"upbeat, energetic, pop, male, danceable"
dataset/Oxlade ft P.Priime – Piano.mp3,"soothing, uplifting, Afrobeats, male, collaboration"
dataset/VANILLA - Ewo.mp3,"chill, relaxed, electronic, female, ethereal, dreamy"
dataset/David Getta - when love takes over- kelly rolland.mp3,"upbeat, energetic, romantic, dance, electronic, female, summer vibes, collaboration"
dataset/Blaqbonez-Stealth-Mode-Freestyle.mp3,"energetic, confident, hip hop, male, freestyle, rap"
dataset/Juice wrld ft g herbo - Trap phone.MP3,"energetic, trap, hip hop, male, collaboration"
dataset/Davido - Blow My Mind ft Chris Brown.mp3,"upbeat,dance, Afrobeat, male, collaboration"
dataset/Oladapo-Perfect-Timing.mp3,"uplifting, energetic, Afrobeat, male, Nigerian"
dataset/Ycee - Love like that.MP3,"romantic, upbeat, Afrobeat, male, Nigerian"
"dataset/Pat Medina - Senzeni Na [ft Mr Brown, Zanda Zakuza & Team Mosha].mp3","upbeat, dance, afro-house, male, collaboration"
dataset/Faze - Kpo kpo dikpo.MP3,"energetic, upbeat, Afrobeats, male, Nigerian"
dataset/Camidoh_-_Kaba.mp3,"happy, upbeat, afrobeats, male, catchy, danceable"
dataset/Guchi - All over you.MP3,"romantic, upbeat, afrobeat, female, love, catchy"
dataset/Dj-Maphorisa-Chukela-Ft-Tman-Xpress-Mellow-Sleazy-(JustNaija.com).mp3,"upbeat,dance, Amapiano, male, collaboration"
dataset/Thee-Legacy-Way-sus-Uzoyimela-Remix-ft-Kwesta-Kid-X.mp3,"upbeat, energetic, hip hop, mixed, remix"
dataset/Cassper nyovest and raye - Summer love.MP3,"summer,love, afro-pop, male, collaboration"
dataset/Yemi alade - Boyz.MP3,"upbeat,happy, afrobeat, female, summer vibes"
dataset/Waje - Coco Baby ft Diamond Platnumz.mp3,"upbeat, romantic, Afrobeat, female, collaboration, popular"
dataset/ZLATAN - 10 BOTTLES.mp3,"energetic,dance, afrobeats, male, party,upbeat"
dataset/ODUMODUBLVCK - DeclanRice.mp3,"energetic,hype, hip hop, male, "
dataset/Yemi-Alade-Amazing-Grace.mp3,"uplifting,happy, afrobeat, female, dance"
dataset/Makhadzi-Entertainment-ft-Dalom-Kids-Ntate-Stunna-Lwah-Ndlunkulu-Master-KG-Mushonga.mp3,"energetic, exciting, afro-house, female, collaboration"
dataset/Reminisce ft simi - Overdose.MP3,"melancholic, emotional, Afrobeat, Mixed, collaboration, love"
dataset/Kizz Daniel - Too busy to be Bae.mp3,"upbeat,happy, afrobeats, male, love,relationship"
dataset/Dj snake ft. rick ross & rich brian - Run it.MP3,"energetic, powerful, hip hop, electronic, male, collaboration"
dataset/KJay-Most-Beautiful-Ft-Akwaboah.mp3,"romantic, soothing, emotional, R&B, Soul, male, collaboration, beautiful vocals"
dataset/Peruzzi - Hypertension.MP3,"upbeat, energetic, Afrobeat, male, Nigerian"
dataset/Burna Boy - Wonderful.mp3,"upbeat,happy, Afrobeat, male, summery"
dataset/Wurld Ft Majorleague  Djz - Stamina radio edit.mp3,"energetic, upbeat, Afrobeats, male, collaboration, radio edit"
dataset/Peruzzi & Young  D - Been Waiting.mp3,"upbeat, hopeful, afrobeats, male, collaboration"
dataset/Zayn - Let me.MP3,"romantic,sensual, R&B, male, heartfelt"
dataset/Yemi alade ft duncan mighty - Shake.MP3,"upbeat, energetic, Afropop, female, collaboration"
dataset/Wizkid ft bucie - All for love.MP3,"romantic, soulful, afrobeat, soul, male, female, collaboration"
dataset/04-Tems-Wickedest-(JustNaija.com).mp3,"sensual, powerful, emotional, Afrobeats, female, Nigerian"
dataset/Goya Menor  ft Lade - Grace.mp3,"upbeat,happy, Afrobeat, mixed, collaboration"
dataset/Phantom ft vanessa hudgen - Lay with me.MP3,"romantic, dreamy, pop, mixed, collaboration"
dataset/Zoro-Gangan.mp3,"energetic, powerful, hip hop, rap, male, "
dataset/Rotimi-Sade-Ft-Mayorkun-Nasty-C.mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Waje - Left For Good  ft  Patoranking.mp3,"uplifting, soulful, Afrobeat, female, collaboration"
dataset/Dj sly ft fameye - Strategy.MP3,"energetic, uplifting, Afrobeat, male, collaboration"
dataset/Wande ft teni and toye - Come my way.MP3,"upbeat, joyful, afropop, mixed, collaboration"
dataset/Amaarae-Angels-in-Tibet.mp3,"dreamy, enchanting, afrobeats, alternative, female, upbeat, soulful"
dataset/Orezi - My Queen feat. Daphne remix.mp3,"upbeat, romantic, Afrobeat, male, remix, collaboration"
dataset/Yxng bane - Vroom.MP3,"energetic, upbeat, hip hop, male, car theme"
dataset/Timz - Party.MP3,"happy, energetic, afrobeats, male, party, dance"
dataset/Tyga ft jhene aiko and pop smoke - Sunshine.MP3,"upbeat,happy, hip hop, male,female, collaboration"
dataset/Dookie - Money.mp3,"energetic, rebellious, rock, male, 90s, iconic"
dataset/Yemi Alade - Shake ft Duncan Mighty.mp3,"upbeat, energetic, Afrobeat, female, collaboration, Nigerian music"
dataset/Tega-boi-dc-Woman.mp3,"upbeat,happy, Afrobeat, male, dance"
dataset/Shallipopi Ft Reehaa Ft Zerrydl  Tega Boi  Dc Jeneral Billion.mp3,"energetic, lively, afrobeat, mixed, collaboration"
dataset/Olly murs - Mark on my heart.MP3,"upbeat, romantic, pop, male, love song, catchy"
"dataset/Bayku, Kwaku T,DJ Kofi - Sake Of Money.mp3","energetic, upbeat, Afrobeats, male, collaboration"
dataset/Teni - SuperWoman.mp3,"empowering, uplifting, confident, Afrobeats, Female, Nigerian"
dataset/Rita ora ft j. cole - Love and war.MP3,"romantic, intense, R&B, mixed, collaboration"
dataset/Abigail-Chams-Corazon-Ft-Rayvanny-(JustNaija.com).mp3,"upbeat,happy, Afrobeat, male, collaboration, popular"
dataset/Otega Ft Jaido P - Tinini Tanana.mp3,"upbeat, energetic, Afrobeat, male, collaboration"
dataset/Braabenk-Gabba-Ft-Kweku-Smoke.mp3,"energetic, hype, lively, afrobeats, hiplife, male, collaboration, upbeat"
dataset/Dr Dolor Ft Blaqbonez  Biggie Man.mp3,"energetic, hype, confident, Afrobeat, Hip-hop, male, collaboration, Nigerian artists"
dataset/L.a.x ft. davido - Pepe.MP3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/Dj-Asap-Yolo-ft-Berri-Tiga-(JustNaija.com).mp3,"upbeat, energetic, Afrobeat, male, club, dance"
dataset/Dj spinall ft summer walker ayanna & dj snake - Power ( remember who you are).MP3,"energetic, empowering, afrobeats, pop, mixed, collaboration"
dataset/Justin99-Petrol-ft-031-Choppa-Ice-Beats-Slide-Sbuda-Maleather.mp3,"energetic, hype, hip hop, male, collaboration"
dataset/Cobhams Ft 2Baba-Larry-Gaaga-The-Kabal Cover Me.mp3,"upbeat, lively, Afrobeat, male, collaboration"
dataset/NAGAMOTO CLEAN.mp3,"energetic, upbeat, lively, pop, dance, male, catchy"
dataset/Falz - Bahd Baddo Baddest Ft  Olamide & Davido.mp3,"energetic, lively, afrobeat, male, collaboration, Nigerian music"
dataset/Iyanya-W-D-O-ft-Qing-Madi.mp3,"energetic, upbeat, afropop, male, collaboration, Nigerian artist"
dataset/Kcee - Fine lady.MP3,"upbeat,happy,dance, Afrobeat, male, Nigerian music"
dataset/Yemi alade - Give dem.MP3,"energetic, dance, Afrobeat, Female, Nigerian"
dataset/DJ Neptune - Abeg Ft Omah Lay & Joeboy.mp3,"energetic, upbeat, Afrobeat, male, collaboration"
dataset/MAVINS - JANTA MANTA.mp3,"upbeat,happy, afropop, mixed, Nigeria"
dataset/J cole - Let go my hand.MP3,"introspective, reflective, hip hop, male, J Cole"
dataset/Dremo and jerry shaffer - Pesin.MP3,"upbeat, energetic, afrobeat, male, collaboration, Nigerian artist"
dataset/DJ Kaywise - Juju ft B-Red.mp3,"energetic, lively, Afrobeat, male, collaboration"
dataset/Mr 2kay - God Can Bless Anybody ft Idahams.mp3,"uplifting, hopeful, afrobeat, male, collaboration"
dataset/T-Dollar-GBHS-Guided-By-Holy-Spirit.mp3,"inspirational, uplifting, gospel, male, religious"
dataset/Darkoo ft hardy caprio - Juicy (brown skin like eva).MP3,"energetic, lively, rap, hip hop, female, collaboration, catchy"
dataset/Young John & Kidi - Off You.mp3,"uplifting, happy, romantic, Afrobeats, male, collaboration"
dataset/Malume (feat. TallexQ) (Nta swi byela mani revisit).mp3,"energetic, upbeat, afro-house, male, feat. TallexQ, Nta swi byela mani revisit"
dataset/Larry Gaaga - Slow Burner ft Joeboy.mp3,"romantic, soothing, Afrobeats, male, collaboration"
dataset/Zoro ft falz - Naira to pounds.MP3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/Ycee - Intentionally.MP3,"happy, upbeat, afrobeat, male, Nigerian music"
dataset/Burna boy - Bebo.MP3,"upbeat, energetic, Afrobeats, male, "
dataset/Stany ft rema and offset - Only you.MP3,"romantic, afrobeats, male, collaboration"
"dataset/Zoro ft phyno, chike, mr eazi and umu obiligbo - Ayo'm.MP3","upbeat,happy, Afrobeat, male, collaboration"
dataset/Blaq Diamond  SummerYoMuthi .mp3,"joyful, upbeat, Afro-pop, male, South African music"
dataset/Joeboy - Surviving.mp3,"upbeat,hopeful, afropop, male, love,inspirational"
dataset/Kweyama-Brothers-Pianoland.mp3,"upbeat,happy, piano, male, instrumental"
dataset/Yemi Alade - Pose Ft  Mugeez (of R2Bees).mp3,"energetic, upbeat, Afropop, female, collaboration"
dataset/Qdot-Ah dflamz radio .mp3,"upbeat, energetic, Afrobeats, male, Nigeria"
dataset/Kid kudi ft pop smoke and skepta - Show out.MP3,"energetic, hype, upbeat, rap, hip-hop, male, collaboration"
dataset/Janelle monae - Pynk.MP3,"fun, energetic, R&B, Pop, Female, empowering"
dataset/Guru - Alkayida (boys abre remix).MP3,"energetic,dance, Afrobeats, male, remix"
dataset/Anderson .paak - Fire in the sky.MP3,"energetic, upbeat, R&B, soul, male, hip-hop"
dataset/ROSALÍA  CHICKEN TERIYAKI.mp3,"energetic, upbeat, flamenco, pop, female, Spanish"
dataset/Costa Titch & Akon – Big Flexa Remix Ft  Ma Gang & Alfa Kat (CLEAN RADIO EDIT) - Copy.mp3,"energetic, upbeat, hip hop, mixed, remix, clean, radio edit"
dataset/Nsg - Headliner.MP3,"upbeat, energetic, hip hop, male, popular"
dataset/Korede Bello - Godwin.mp3,"happy, uplifting, afropop, male, religious"
dataset/Khalid ft kane brown - Saturday nights (remix).MP3,"soulful, heartfelt, reflective, R&B, Country, male, collaboration, remix"
dataset/Spotless ft tekno - The benz.MP3,"upbeat, energetic, Afrobeats, male, collaboration, Nigerian"
dataset/Young-Jonn-Maya-Maya-Ft-Ya-Levis.mp3,"upbeat, energetic, afrobeat, male, collaboration"
dataset/Time (Remix) ft. Junior Boy-Okhype.Media.mp3,"upbeat, energetic, Afrobeats, male, collaboration, remix"
dataset/Cheque ft. olamide - Loml.MP3,"romantic, Afrobeats, male, collaboration"
dataset/Summer walker & city girls - Ex for a reason.MP3,"romantic, sultry, R&B, Hip-Hop, female, collaboration"
dataset/Ria Sean - Uptown Girl.mp3,"upbeat,happy, pop, female, "
dataset/WIZKID - Ginger FT BURNA BOY (Official Audio) dflamz radio .mp3,"energetic,upbeat, afrobeats, male, collaboration"
dataset/Drake - Trust issues.MP3,"sad, contemplative, R&B, Hip-Hop, male, Drake"
dataset/Beyonce ft tiwa savage and mr eazi - Keys to the kingdom.MP3,"upbeat, empowering, Afrobeats, female, male, collaboration, African music"
dataset/PsychoYP Put It In Stone.mp3,"upbeat, energetic, hip-hop, male, explicit"
"dataset/06. Busta 929 - Jaiva (feat. Bello, Nation-365 & Lolo SA).mp3","energetic,dance, amapiano, male, collaboration"
dataset/Burna boy - Bank on it.MP3,"energetic, confident, afrobeat, male, Nigeria, Burna Boy"
dataset/Larry gaga ft wande coal and sarkodie - Wonderful.MP3,"upbeat,happy, Afrobeat, male, collaboration"
dataset/Davido ft morravey - In the garden.MP3,"upbeat,happy, Afrobeats, Male, collaboration"
dataset/KOLABOY - NWA EZE.mp3,"energetic, upbeat, afrobeat, male, Nigerian, danceable"
dataset/Boj - Foreigner.mp3,"energetic, summer vibes, party, Afrobeats, Afro-pop, male, Nigerian, dance"
dataset/Ahz - Bad decisions.MP3,"upbeat, energetic, pop, female, catchy"
dataset/06 Buqamama Eduze (feat. Mashudu & Kabza De Small).mp3,"upbeat,happy, Amapiano, mixed, collaboration,feat"
dataset/Empire ft navy kenzo and fireboy dml - Hold on.MP3,"energetic, uplifting, Afrobeats, Mixed, collaboration"
dataset/Gaba-Cannal-Emthandayo-Ft-Zaba-Sykes.mp3,"energetic, upbeat, amapiano, mixed, "
dataset/Mr eazi ft tyga - Tony montana.MP3,"energetic,upbeat, Afrobeats,hip hop, male, collaboration"
dataset/Focalistic_Mr_JazziQ_ft_Lady_Du_Mellow_Sleazy_-_Gupta_Full__zatunes.co.za.mp3,"energetic, upbeat, Amapiano, mixed, collaboration"
dataset/Asake  Sunmomi.mp3,"energetic,happy, Afrobeats, female, Nigerian"
dataset/Omawumi - Somori.mp3,"upbeat, energetic, lively, Afrobeat, female, Nigerian"
dataset/Wande coal - Let them know.MP3,"upbeat, energetic, Afrobeat, male, "
dataset/Kususa feat. Lisa M - Closure (Da Capo Remix).mp3,"energetic,uplifting, afro house, mixed, remix, collaboration"
dataset/Aj tracey - Anxious.MP3,"anxious, grime, male, AJ Tracey"
"dataset/Nhlonipho, Martin Khan & Mo-T - Oh Mama.mp3","energetic, uplifting, afro-pop, dance, mixed, collaboration"
dataset/Camidoh - Kaba.MP3,"uplifting, joyful, Afrobeats, male, Ghanaian artist"
dataset/Asake-Olorum (radio clean).mp3,"upbeat, energetic, Afrobeats, male, radio clean"
dataset/PLANTATION BOIZ - LIKE HER BETTER.mp3,"upbeat, fun, hip hop, male, group"
dataset/6lack ft jessie reyez - Homicide.MP3,"dark, intense, R&B, Hip Hop, male, female, collaboration"
dataset/Rowlene - Even.MP3,"mellow, reflective, R&B, female, soulful"
dataset/Omah lay - Lo lo.MP3,"chill, groovy, Afrobeats, male, "
dataset/Young-Jonn-Bucket-List.mp3,"upbeat, energetic, afrobeats, male, summer vibes"
dataset/luckey dube.MP3.mp3,"happy, uplifting, reggae, male, inspirational"
dataset/Dammy-Krane-Abiamo.mp3,"upbeat,happy, Afrobeat, male, uplifting,energetic"
dataset/C-Mart x Bartofso x Positivv - Lock That Door -.mp3,"energetic, lively, hip hop, male, collaboration"
dataset/07. Beggie Beggie.mp3,"energetic, upbeat, reggae, male, instrumental"
dataset/Gthree Mayami - Ehh Mayami.mp3,"upbeat,happy, pop, male, catchy"
dataset/Fave - Mr Man.mp3,"upbeat,happy, pop, male, catchy"
dataset/Tyga ft doja cat - Freaky deaky.MP3,"energetic, playful, rap, hip hop, male, female, collaboration"
dataset/Madison beer ft offset - Hurts like hell.MP3,"dark, emotional, intense, pop, female, collaboration"
dataset/DJ-Yessonia-Awushodi-ft-Starr-Healer-Khanyisa-Emjaykeyz-Sir-Trill.mp3,"energetic,dance, afrobeat, mixed, collaboration"
"dataset/Busta 929, Msamaria & Djy Vino - Poison (feat. T.M.A_Rsa).mp3","energetic, catchy, amapiano, mixed, collaboration"
dataset/Sigala - We got love.MP3,"upbeat, happy, dance, male, summer vibes"
dataset/Alessiah ft. alpha p - Why.MP3,"upbeat, energetic, Afrobeats, female, duet"
"dataset/Dmw ft davido, mayorkun and dremo - On god.MP3","upbeat, energetic, Afrobeats, male, collaboration"
dataset/Tonye ft Neza - Mr Jegede.mp3,"energetic,happy, Afrobeats, female, collaboration"
dataset/Blaqbonez - Best rapper in africa.MP3,"energetic, confident, hip hop, male, Nigeria, rap"
dataset/Breeze Mashup - Ikechukwu.mp3,"upbeat, energetic, mashup, male, instrumental"
"dataset/OSKIDO – Iphinde [ (feat. King Tone SA, Tumelo Za, Khalil Harrison & LilyFaith).mp3","upbeat,happy, afrobeats, mixed, collaboration,featuring"
dataset/Oxlade - Katigori.mp3,"upbeat,happy, afrobeat, male, Nigerian"
dataset/Hypé (feat. Ayra Starr) - Aya Nakamura.mp3,"Hype, Energetic, Upbeat, Afrobeats, Pop, Female, Collaboration, French"
dataset/Osapa (Radio Edit) Idowest.mp3,"energetic, party, afrobeat, male, radio edit"
dataset/Jae stephens - You love that.MP3,"upbeat, energetic, pop, female, catchy"
dataset/Tiwa Savage Ft Reekado Banks - Reason.mp3,"upbeat,happy, Afrobeats, female, collaboration, popular"
dataset/Masterkraft_-_Red_Wine.mp3,"calm, relaxed, Afrobeats, male, instrumental"
dataset/Kizz Daniel - One Ticket ft Davido.mp3,"upbeat, romantic, Afrobeats, male, collaboration"
dataset/Felo Le Tee X Myztro  66 .mp3,"upbeat,happy, amapiano, male, collaboration"
dataset/ZNI - Adventure.mp3,"adventurous, exciting, uplifting, electronic, male, instrumental"
dataset/Jaysynths ft jeff akoh and kuami eugene - Nobody.MP3,"energetic, uplifting, Afrobeats, male, collaboration"
dataset/Burna boy ft j balvin - Rollercoaster.MP3,"energetic, lively, Afrobeat, Reggaeton, male, collaboration"
dataset/Iyanya - Like ft Davido & Kizz Daniel.mp3,"upbeat,dance, afrobeats, male, collaboration"
dataset/DJ Neptune - My World Ft  Maleek Berry.mp3,"upbeat, lively, Afrobeat, Male, collaboration"
dataset/Nailah blackman - O'lawd oye.MP3,"upbeat, energetic, soca, female, Caribbean"
dataset/Everyday (I Dey Pray) - Kold AF.mp3,"uplifting, hopeful, Afrobeats, male, spiritual, motivational"
dataset/Yemi Alade - Shekere Ft  Angelique Kidjo.mp3,"upbeat, energetic, lively, Afrobeat, World Music, female, collaboration"
dataset/MALAMENTE (Cap.1 Augurio) ROSALÍA.mp3,"energetic, bold, passionate, flamenco, reggaeton, female, latin, urban"
"dataset/Ty dolla $ign ft kanye west, fka twigs, skrillex - Ego death.MP3","energetic, vibey, hip-hop, electronic, mixed, collaboration, featured artists"
dataset/LOJAY FT OLAMIDE - Arizona clean.mp3,"energetic, catchy, afrobeats, male, collaboration"
dataset/City Girls  Good Love Clean feat Usher.mp3,"upbeat,romantic, r&b, female, collaboration"
dataset/Runtown ft mr hudson - Dangerous heart.MP3,"energetic, romantic, afrobeat, male, collaboration, love song"
dataset/Mystery Girl - Johnny Drille Dflamz clean.mp3,"mysterious, romantic, pop, male, Nigerian artist, clean version"
"dataset/Gryffin, john martin - Cry.MP3","sad,melancholic, electronic, male, collaboration"
dataset/Burna boy - Alarm clock.MP3,"energetic, upbeat, Afrobeat, male, Nigeria, Burna Boy"
dataset/Vibez-Inc-Instagram-ft-Muyeez-Seyi-Vibez.mp3,"energetic,happy, Afrobeats, male, collaboration"
dataset/Inkabi Zezwe ft - Sjava-Big Zulu - Uthando Lunye.mp3,"uplifting, romantic, hip hop, male, collaboration, love song"
dataset/Doja cat ft. young thug - Payday.MP3,"energetic, upbeat, hip hop, rap, female, male, collaboration"
dataset/Tion wayne ft aitch - Let's go.MP3,"energetic, upbeat, hip hop, male, collaboration"
"dataset/Agho, ayo jay and dj tunez - Smooth mf.MP3","smooth, Afrobeat, male, "
dataset/Meghan trainor - No excuses.MP3,"upbeat, cheerful, pop, female, catchy"
dataset/Fiokee - Dumebi ft  Davido & Peruzzi.mp3,"upbeat, lively, Afrobeats, male, collaboration"
dataset/Kofi Jamar  Meye Gee feat Fameye Quamina MP Tulenkey  dflamz radio.mp3,"energetic, upbeat, hip-hop, rap, male, collaboration"
dataset/Oxlade - O2.MP3,"upbeat,happy, Afrobeats, male, Nigerian"
dataset/Oxlade - Hold on.MP3,"uplifting, hopeful, Afrobeats, R&B, male, Nigeria"
"dataset/Rexxie Ft Mohbad,HotKid & Cdq Gazo.mp3","energetic, upbeat, afrobeat, male, collaboration"
dataset/Kizz Daniel - Good Time.mp3,"joyful, upbeat, lively, Afrobeat, male, party, dance"
dataset/Hotkid - Ozana.MP3,"energetic, upbeat, afrobeat, male, "
dataset/DJ TUNEZ FT WANDE COAL Flex.mp3,"energetic, afrobeats, male, collaboration"
dataset/Lil wayne - Can't be broken.MP3,"determined, resilient, confident, hip-hop, male, Lil Wayne"
dataset/Niniola ft timbaland - Fire.MP3,"upbeat, energetic, Afrobeats, female, collaboration, dance"
"dataset/The notorious b.i.g ft ty dolla sign, bella alubo - G.o.a.t.MP3","hype, Hip-Hop, Male, featuring, collaboration"
dataset/Davido - Ada (DJ Ecool ft Davido).mp3,"energetic,happy, Afrobeats, male, collaboration"
dataset/Zlatan - That Guy.mp3,"energetic, confident, upbeat, afrobeat, male, "
dataset/Heavy-K-Kwelizayo-ft-Mazet-Thakzin.mp3,"energetic, lively, Afro House, male, collaboration"
dataset/Oladapo - Isakaba.mp3,"upbeat,happy,energetic, afrobeat, male, Nigerian"
dataset/Marshmello ft anne marie - Friends.MP3,"fun, energetic, pop, female, collaboration"
dataset/Idahmas - God When.mp3,"uplifting,hopeful, gospel, male, religious"
dataset/Brymo - Pim pim.MP3,"relaxing, soothing, Afrobeat, male, Nigerian artist"
dataset/Davido Ft Logos Olori Picasso.mp3,"energetic, lively, afrobeat, male, collaboration"
dataset/Blaqbonez Ft Tekno Ess Mama Radio Edit Clean Version.mp3,"energetic, upbeat, Afrobeat, male, collaboration, radio edit, clean version"
dataset/Cynthia morgan - Don't break my heart.MP3,"upbeat, romantic, Afrobeat, female, heartbroken, emotional"
dataset/Vybz Kartel - Come Home (Clean).mp3,"upbeat,romantic, dancehall,reggae, male, clean version"
dataset/Buju - Testimony.MP3,"upbeat, joyful, Afrobeats, male, testimony, gratitude"
dataset/Basketmouth ft wande coal - Listen.MP3,"upbeat,happy, afrobeat, male, collaboration"
dataset/Jeff akoh - I do.MP3,"romantic, R&B, male, love song"
dataset/DJ-Stokie-Kota-Ft-Tycoon-Mkeyz.mp3,"energetic, upbeat, amapiano, male, collaboration"
dataset/DJ Neptune - Baddest Ft  Olamide  BOJ & Stonebwoy.mp3,"Energetic, Afrobeats, Male, Collaboration"
dataset/Berri-Tiga-German-Machine-Ft-Jeriq.mp3,"upbeat, energetic, hip hop, male, collaboration"
dataset/Kddo ft. the cavemen - Holy ghost fire.MP3,"energetic, uplifting, afrobeats, male, collaboration"
dataset/03-Falz-Chop-The-Life-(JustNaija.com).mp3,"upbeat, energetic, afrobeat, male, Nigerian music"
dataset/Ninho-No-love-Ft-Ayra-Starr.mp3,"soulful, romantic, R&B, male, collaboration"
"dataset/Kabza De Small & DJ Maphorisa - Phoyisa ft. Cassper Nyovest, Qwestakufet.mp3","energetic, dance, Amapiano, male, collaboration"
dataset/Teni-YBGFA.mp3,"uplifting,happy, afrobeat, female, popular"
dataset/DJ-Tunez-x-Wizkid-Cool-Me-Down radio .mp3,"cool, Afrobeat, male, collaboration"
dataset/Juls ft tay iwar and projexx - Chance.MP3,"upbeat, groovy, Afrobeats, mixed, collaboration"
dataset/Idahams-Wetin-No-Good-Remix-ft-Eltee-Skhillz-DanDizzy.mp3,"upbeat, energetic, Afrobeat, male, remix, featuring artists"
dataset/Burna Boy - Dirty Secrets.mp3,"upbeat,happy, afrobeat, male, "
dataset/Kemuel - Alone.mp3,"heartfelt, spiritual, uplifting, Gospel, Male, worship"
dataset/Balloranking-Hustle-Hard.mp3,"energetic, afrobeat, male, uplifting, motivational"
dataset/Kwesta ft wale - Spirit.MP3,"uplifting,hype, hip hop, male, collaboration"
dataset/Master-Jay-Emaweni-ft-Gaba-Cannal-Zain-SA-(JustNaija.com).mp3,"upbeat,happy, Amapiano, male, collaboration"
dataset/Kaestyle-Gin-Juice.mp3,"energetic, upbeat, hip hop, male, party, dance"
dataset/Magixx Loyal.mp3,"upbeat,happy, pop, male, "
dataset/Yarden - Time .mp3,"nostalgic, hopeful, pop, female, piano"
dataset/1DA BANTON & BELLA SHMURDA - HOLY MAN.mp3,"energetic, upbeat, Afrobeat, male, collaboration"
dataset/PLANTATION BOIZ - SOMEBODY SAY (PLANTATION BOIZ).mp3,"upbeat, energetic, hip hop, male, group, collaboration"
dataset/Ric-Hassani-Love-Again.mp3,"romantic, soulful, R&B, male, Nigeria, love song"
dataset/Shekinah - Fixate.MP3,"reflective,melancholic, indie, female, "
dataset/Shallipopi ft odumodublvck - Cast.mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Ice prince ft mr eazi - In a fix.MP3,"upbeat, energetic, afrobeat, male, collaboration, popular"
dataset/Ayra starr - Ija.MP3,"energetic, upbeat, afrobeats, female, Nigeria"
"dataset/Notd and felix jaehn ft georgia ku , captain cuts - So close.MP3","energetic, upbeat, electronic, dance, mixed, collaboration"
dataset/Teni-Apata.mp3,"upbeat,happy, Afrobeat, female, Nigerian"
dataset/Meek mill ft. giggs - Northside southside.MP3,"energetic, aggressive, hip hop, male, collaboration, rap"
dataset/Disturb dj Xclusive.mp3,"energetic, uplifting, EDM, dance, male, club, party"
dataset/Zojo - My story.mp3,"uplifting,happy, pop, male, nostalgic,inspiring"
dataset/Davido - Jowo.mp3,"romantic, nostalgic, Afrobeats, male, Nigerian"
dataset/Muyeez - Emo.mp3,"emotional, melancholic, pop, male, "
dataset/Kcee - Tuesday.mp3,"upbeat,happy, Afrobeat, male, party"
dataset/Fireboy DML - Havin Fun.mp3,"happy, upbeat, Afrobeats, male, "
dataset/Nasty c - Strings and blings.MP3,"upbeat, energetic, hip hop, male, South African"
dataset/Lifesize Ft Major AJ - Teddy-Selina.mp3,"upbeat,happy,energetic, pop, mixed, collaboration"
dataset/jojobabyTangerine MST.mp3,"joyful, uplifting, energetic, pop, female, catchy"
dataset/Ladipoe ft seyi shay - Red light.MP3,"energetic, romantic, Afrobeats, R&B, male, female, collaboration"
dataset/Teni - Case.mp3,"happy, upbeat, Afrobeats, female, Nigerian"
dataset/Young thug - Check.MP3,"energetic,hype, hip hop, male, catchy"
dataset/Burna boy - Gbona.MP3,"energetic, upbeat, afrobeat, male, dance"
dataset/T-Dollar-Alhamdulillah.mp3,"upbeat,happy,thankful, hip hop, male, religious"
dataset/02-Daliwonga-Igunana-Ft-Mas-Musiq-(JustNaija.com).mp3,"groovy, energetic, amapiano, male, collaboration, upbeat"
dataset/BURUKLYN BOYZ - PREE.mp3,"energetic, upbeat, hip-hop, male, party, summer"
dataset/Sia - Gimme love.MP3,"energetic,happy, pop, female, upbeat"
dataset/Larry Gaaga - Tene ft Flavour.mp3,"upbeat,happy, Afrobeat, male, collaboration"
dataset/03. Busta 929 - Obitsa Mang (feat. Lolo SA & Nation-365).mp3,"energetic, upbeat, amapiano, male, collaboration, featured artists"
dataset/Planète - Faded Memory.mp3,"calm, nostalgic, electronic, ambient, instrumental, chillout"
dataset/84-Controller-Mona-Lisa-ft-Lady-Du.mp3,"energetic, upbeat, amapiano, male, collaboration"
dataset/Nba youngboy ft mariah the scientist - Rear view.MP3,"energetic, reflective, hip hop, R&B, male, female, collaboration"
dataset/Enoque wambua - Twende twende.MP3,"energetic, joyful, afro-pop, male, Swahili"
dataset/Iniko - Jericho.MP3,"energetic, powerful, rock, male, anthemic, intense"
dataset/Mut4y and shaydee - 4 play.MP3,"upbeat,sensual, afrobeat, male, collaboration"
dataset/Dammy krane - Ji.MP3,"energetic, upbeat, afrobeat, male, Nigerian"
dataset/Asake - Nzanza.MP3,"upbeat,happy, Afrobeat, male, "
dataset/Lil Kesh Good Bad Boy.mp3,"energetic, playful, Afrobeats, male, Nigerian artist"
"dataset/Njelic - Izinto Zimane Zijike (feat. Mkeyz, Thabza Tee & Rhythm Tee).mp3","upbeat,happy, amapiano, male, collaboration,featuring"
dataset/Wani - Instaman.mp3,"energetic,happy, afrobeats, male, n/a"
dataset/Olivetheboy ft Oduskid - For you.mp3,"romantic, happy, Afrobeat, male, collaboration, love"
dataset/Naira marley - As e dey go.MP3,"energetic, lively, afrobeats, male, "
