audio,caption
"dataset/BANK ALERT REMIX RADIO EDIT - ICE PRINCE FT SARKODIE, MAGNITO, REXXIE-01.mp3","upbeat,hype, Afrobeats, male, remix,featured artists"
dataset/Flavour - Game changer (dike).MP3,"upbeat, energetic, highlife, male, Nigerian music"
dataset/Nonso Amadi Ease Up.mp3,"relaxed, soothing, calming, R&B, male, Nigerian"
dataset/Ronny-J-Drizz-Asinavalo-ft-Just-Bheki-Cloud9ne-Afriikan-Papi.mp3,"energetic,happy, afrobeats, male, collaboration"
dataset/Zerrydl - OUAT.mp3,"uplifting,happy, EDM, male, "
dataset/Majeeed-Gbese-EDM-Version-Ft-Tiwa-Savage.mp3,"energetic, upbeat, EDM, mixed, collaboration"
dataset/Wstrn ft unknown t - Medusa.MP3,"upbeat, R&B, mixed, collaboration, modern"
dataset/MI Abaga - The Guy.mp3,"energetic, confident, hip hop, rap, male, Nigeria"
dataset/G2 amani - Jaga jaga.MP3,"upbeat, afrobeat, male, N/A"
dataset/TI-BLAZE-Wire.mp3,"energetic, upbeat, hip-hop, male, fast tempo"
dataset/Skales ft. imanse - I dey miss you.MP3,"nostalgic, romantic, afrobeat, mixed, collaboration"
dataset/Portable - Am not a prisoner.MP3,"energetic, defiant, afrobeat, male, uplifting"
dataset/Franko - Coller la petite.MP3,"upbeat,happy, afrobeats, male, popular"
dataset/Tyla-Breathe-Me.mp3,"calm, emotional, pop, female, piano"
dataset/Selena gomez - Look at her now.MP3,"upbeat, energetic, pop, female, Selena Gomez"
dataset/Ruger - Red flag.MP3,"energetic, intense, Afrobeats, male, Nigerian"
dataset/Olamide -  Celebration.mp3,"happy, upbeat, lively, afrobeat, male, celebration, party"
"dataset/G-eazy ft tory lanez ,tyga - Still be friends.MP3","upbeat, energetic, hip hop, male, "
dataset/Martin garrix ft mike yung - Dreamer.MP3,"dreamy, hopeful, EDM, male, collaboration, inspirational"
dataset/Firstklaz - Gen z Fuji.mp3,"energetic, upbeat, hip hop, male, modern"
dataset/Tiwa Savage - Shout Out (Remix) ft Iceberg Slim  Sarkodie.mp3,"upbeat, energetic, Afrobeats, Hip hop, female, collaboration, remix"
dataset/Dvsn & ty dolla $ign - Memories.MP3,"soulful, reflective, R&B, mixed, collaboration"
dataset/Big k - Sweet nana.MP3,"upbeat,happy, pop, male, "
dataset/I'm A Mess (Radio Edit) Omah Lay.mp3,"upbeat, energetic, Afrobeats, male, radio edit"
dataset/Beyonce ft jay z - Boss.MP3,"empowering, confident, hip-hop, female, collaboration, popular"
dataset/Rethabile Khumalo - Ntyilo Ntyilo featMaster KG.mp3,"joyful, energetic, afro pop, female, kwaito, dance"
"dataset/QuayR Musiq, Mellow & Sleazy -  Bafunani ft. Lee McKrazy.mp3","upbeat, dance, amapiano, mixed, collaboration"
dataset/Olamide - Doom.MP3,"upbeat, energetic, Afrobeats, male, Nigerian music"
dataset/Jess glynne - I'll be there.MP3,"upbeat,hopeful, pop, female, empowering"
dataset/Sam smith ft logic - Pray remix.MP3,"uplifting, motivational, pop, mixed, remix, collaboration"
dataset/Eddy-Kenzo-Kya-Club-ft-Coco-Finger.mp3,"energetic,happy, afrobeat, male, club,party"
dataset/Vybz Kartel  True Religion Clean Version.mp3,"upbeat, energetic, dancehall, male, clean version"
dataset/Lloyiso-You-re-So-You.mp3,"heartfelt,soulful,romantic, R&B, male, smooth"
dataset/Swedish house mafia & the weeknd - Moth to a flame.MP3,"energetic, emotional, electronic, pop, mixed, collaboration"
dataset/Justin Timberlake ft Fireboy DML - Liar.mp3,"upbeat, romantic, pop, male, collaboration"
dataset/Johnny drille ft phyno - Lover.MP3,"romantic, Afrobeat, male, collaboration"
dataset/Charlesmaine - Cover me.MP3,"romantic, soothing, pop, female, cover"
dataset/Sfarzo-Rtee-Washaaa-Ft-Kelvin-Momo-DBN-Gogo-Shaun-101.mp3,"upbeat,happy, Amapiano, mixed, collaboration"
dataset/Rich the kid ft lil baby - Stuck together.MP3,"energetic, rap, male, collaboration"
"dataset/Dandizzy , kolaboy  &  zani - Sure banker.MP3","energetic, upbeat, Afrobeats, male, collaboration"
dataset/Yemi-Alade-Ladies-Get-Up.mp3,"energetic, uplifting, afrobeat, female, dance"
dataset/Phyno Tekno  Full Current.mp3,"energetic, upbeat, Afrobeat, male, collaboration"
dataset/Niall Horan - Heaven.mp3,"hopeful, soothing, emotional, pop, male, acoustic"
"dataset/Seven lions, wooli and  trivecta ft vevve - Island.MP3","energetic, uplifting, electronic, dubstep, mixed, collaboration"
dataset/Kwesi arthur ft adekunle gold - Toxic.MP3,"laid-back, romantic, Afrobeat, male, collaboration, popular"
"dataset/J Balvin, Willy William - Mi Gente (Official Video).mp3","energetic,upbeat, Latin,Reggaeton, Male, dance"
dataset/Teni - Power Rangers.mp3,"empowering, romantic, Afrobeat, female, Nigerian"
dataset/BEST ENOF LOV LAST.mp3,"upbeat, romantic, pop, female, "
dataset/PsychoYP - Relax.mp3,"chill,relaxed, rap, male, Nigerian"
dataset/Kofi Kinaata - Take Away.mp3,"upbeat,happy, Afrobeats, male, "
dataset/Bad Boy Timz - Skelele ft Olamide.mp3,"energetic,hype, Afrobeats, male, collaboration"
dataset/Lady leshurr ft mr eazi - Black madonna.MP3,"upbeat, energetic, hip hop, afrobeats, female, male, collaboration"
dataset/Sfarzo-Rtee-Impilo-ft-Mdu-aka-TRP-Mashudu.mp3,"upbeat,energetic, Amapiano, mixed, collaboration"
dataset/RatiiRSA-Mnandini-ft-Tyler-ICU-Catzico-Katarina.mp3,"energetic, upbeat, Amapiano, Male, collaboration"
dataset/Kizz-Daniel - Shu-Peru.mp3,"upbeat,happy, Afrobeats, male, dance"
dataset/Future ft drake - Life is good.MP3,"upbeat,happy, hip hop, male, collaboration"
dataset/Malome-Vector-ft-Ntate-Stunna-Lizwi-Wokuqala-Long-Time.mp3,"upbeat, energetic, hip hop, male, collaboration"
dataset/DJ Kaywise - Vanessa Ft Demmie Vee.mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Skiibii ft davido - Baddest boy (remix).MP3,"energetic, catchy, Afrobeats, male, collaboration, remix"
dataset/T I Blaze - Sometimes (Remix) ft  Olamide.mp3,"uplifting, energetic, Afrobeat, male, remix, collaboration, featured artist"
dataset/Nonso amadi ft zinoleesky - Lock up.MP3,"romantic, chill, R&B, male, "
dataset/Shallipopi-Sharpiru.mp3,"upbeat,happy,energetic, pop, female, catchy"
dataset/Azawi - ACHE FOR YOU .mp3,"upbeat, romantic, Afrobeat, female, love song"
dataset/CaltonicSA_Team_Mosha_-_Nomcebo_70261546.mp3,"upbeat,happy, Amapiano, male, collaboration"
dataset/T classic ft peruzzi and mayorkun - Where you dey.MP3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Tekno - Yur luv.MP3,"upbeat,happy, Afrobeat, male, popular"
dataset/M.i abaga ft wande coal - The love song.MP3,"romantic, love, hip hop, male, collaboration"
dataset/Shawn mendes - When you're gone.MP3,"emotional, sad, pop, male, heartbreak"
dataset/Zlatan ft young jonn - Astalavista.MP3,"energetic,dance, afrobeats, male, collaboration"
dataset/Heavy k and moonchild sanlley - Yebo mama.MP3,"upbeat, energetic, house, multiple, South African"
dataset/Timaya - Dem Mama Anthem.mp3,"energetic,happy, Afrobeats, male, Nigerian music"
dataset/Burna Boy Ft Byron Messia Talibans II.mp3,"energetic, uplifting, Afrobeat, Hip-hop, male, collaboration"
dataset/Bontle-Smith-Melodi-ft-Desoul-Tyler-ICU-Khalil-Harrison-CooperSA.mp3,"upbeat, house, male, "
dataset/Tekno ft mafikizolo - Enjoy (remix).MP3,"energetic, fun, Afrobeat, mixed, collaboration, remix"
dataset/Little mix ft nicki minaj - Woman like me.MP3,"empowering, confident, pop, rap, female, collaboration"
dataset/Burna Boy - Heavens Gate Ft  Lily Allen.mp3,"upbeat, energetic, afrobeat, male, collaboration"
dataset/Fortunator-Ndo-Dzhia-Tsheo-Ft-Makhadzi.mp3,"upbeat,dance, afrobeat, male, collaboration"
dataset/Willy William - Voodoo Song (Official Music Video) (128  kbps).mp3,"energetic,upbeat, dance,electronic, male, French"
dataset/Mike will made it ft ari lennox and j. cole - Shea butter baby.MP3,"chill, sensual, R&B, Hip-hop, mixed, featured artists: Ari Lennox, J. Cole"
dataset/Lady Gaga  Hold My Hand From Top Gun Maverick.mp3,"empowering, energetic, pop, female, movie soundtrack, Top Gun Maverick"
dataset/Dj vitoto ft moonchild sanelly - Online.MP3,"energetic, upbeat, afro house, female, collaboration, popular"
dataset/Olamide ft Asake - UTD.mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Tommy-Flavour-Nakuja-Remix-Ft-Marioo-Darassa-Maua-Sama.mp3,"energetic,upbeat, bongo flava, mixed, collaboration"
dataset/Victony-Sunday-School.mp3,"upbeat, energetic, hip hop, female, Nigerian artist"
dataset/Summer Party feat. SOLEDAD.mp3,"upbeat, energetic, happy, pop, dance, female, featured artist: SOLEDAD"
dataset/Fka twigs ft the weeknd - Tears in the club.MP3,"melancholic, sensual, R&B, Alternative, Female, Male, collaboration"
dataset/Fiokee - Personal  ft  Bella Shmurda.mp3,"happy, energetic, Afrobeat, male, collaboration"
dataset/Ayra starr ft. ckay - Beggie beggie.MP3,"upbeat, catchy, Afrobeat, R&B, female, collaboration"
dataset/Patoranking - Black girl magic.MP3,"empowering, uplifting, afrobeat, male, "
dataset/Not3s ft mayorkun - So far gone.MP3,"upbeat, energetic, Afrobeats, Hip Hop, Male, collaboration"
dataset/Dj mustard ft nick jonas - Anywhere.MP3,"energetic,happy, pop, mixed, "
dataset/Alpha p - Feyah.MP3,"energetic, upbeat, Afrobeats, male, Nigerian"
dataset/Bandros-Jabula-Ft-CJ-Keys-Mdu-Humble-Mr-Kaningi.mp3,"energetic, upbeat, afro-pop, mixed, collaboration"
dataset/POSH BUGATI -  AJE.mp3,"energetic, upbeat, Afrobeat, male, danceable"
dataset/Sungba Remix Feat. Burna Boy dflamz radio .mp3,"energetic, upbeat, dance, Afrobeats, male, remix, collaboration, radio"
dataset/Ycee - Aunty Lovina  ft Patoranking.mp3,"upbeat,happy,dance, Afrobeats, male, collaboration"
dataset/Stonebwoy - Ekelebe (feat. ODUMODUBLVCK).mp3,"energetic, upbeat, Afrobeat, male, Collaboration"
"dataset/The weeknd, lil baby, suzanna son - False idols.MP3","chill, dark, intense, R&B, Hip Hop, male, collaboration, contemporary"
dataset/AV - Confess dflamz radio .mp3,"upbeat, emotional, pop, male, confession"
dataset/Seyi Vibez Kun Faya Kun Be and it is.mp3,"upbeat, spiritual, Afrobeats, male, Nigerian"
dataset/Nonso Amadi - Emergency.mp3,"soulful, emotional, R&B, male, Nigerian"
dataset/Jae 5 ft bnxn and dave - Propeller.MP3,"energetic, upbeat, hip hop, male, collaboration"
dataset/Ckay - By Now.mp3,"upbeat,happy, afrobeat, male, love"
dataset/Mannywellz - Magic.MP3,"upbeat, happy, energetic, Afropop, male, N/A"
dataset/Naira marley ft cblack - Tingasa.MP3,"energetic, upbeat, afrobeats, male, collaboration, Nigerian music"
dataset/Tjan - Future in Your Eyes.mp3,"uplifting,hopeful, pop, male, "
dataset/Zoro ft dj mekzy - Fresh ibo boy.MP3,"Energetic,Hip-hop, Afrobeats, Male, Collaboration"
dataset/Omah lay - Bad influence.MP3,"calm, reflective, Afrobeats, male, Nigerian"
dataset/MacG & Audio Addicts - Naledi Nguwe (feat. Lady Steezy & Tshepo Keyz).mp3,"upbeat,happy, afro-house, male, collaboration, South African"
dataset/Tiwa-Savage ft Richard Bona The Cavemen - Water-Garri.mp3,"calm, peaceful, Afrobeats, female, collaboration"
dataset/Guchi - Notice Me.mp3,"upbeat,happy, afrobeats, female, "
dataset/Yemi alade - Baddie.MP3,"energetic,happy, afrobeat, female, dance"
dataset/Falz - Next ft  Maleek Berry & Medikal.mp3,"energetic, upbeat, Afrobeat, male, collaboration"
dataset/Timaya - Bam Bam Ft  Olamide.mp3,"upbeat, energetic, Afrobeats, male, "
dataset/Praiz - Mission.MP3,"calm, uplifting, R&B, male, soulful, inspiring"
dataset/Jon bellion - Jt.MP3,"upbeat,happy, pop, male, catchy"
dataset/Whoisakin - Energy.MP3,"energetic, upbeat, pop, male, "
dataset/Phyno ft olamide - Onyeoma.MP3,"energetic, upbeat, hip hop, male, "
dataset/P-SQUARE FT AKON AND MAY D - CHOP MY MONEY (REMIX).mp3,"energetic, upbeat, Afrobeats, male, collaboration, remix"
dataset/Black-Moose-Gollibe-ft-Teni-Kaliffa-Imenella.mp3,"happy, cheerful, Afrobeats, mixed, collaboration"
"dataset/Rema, bloody civilian - Wake up.MP3","energetic, upbeat, Afrobeat, male, Nigerian"
dataset/Burna Boy - Ye.mp3,"upbeat,happy, Afrobeat, male, popular"
dataset/Beautiful Lies - Remix - Runda.mp3,"upbeat, lively, energetic, pop, electronic, male, remix"
dataset/Durban finest - Umsindo.MP3,"energetic, danceable, gqom, male, South African music"
dataset/Praiz ft dapo - Shomolele.MP3,"upbeat,happy, afrobeat, male, collaboration"
dataset/Backroad gee and nissi - Ready or not.MP3,"upbeat,hopeful, hip hop, multiple, collaboration"
dataset/No Dey Form (Radio Edit) Av.mp3,"upbeat, energetic, Afrobeats, male, dance, party"
dataset/STYL PLUS - CALL MY NAME.mp3,"upbeat, romantic, R&B, male, Nigerian"
dataset/Mayorkun ft kizz daniel - True.MP3,"happy, upbeat, Afrobeat, male, collaboration"
dataset/Olamide - Hardcore.MP3,"energetic, aggressive, hip hop, male, Nigerian"
dataset/WizKid - True Love ft Tay Iwar.mp3,"romantic, upbeat, Afrobeats, male, collaboration"
dataset/Gyaldem Riddim - Azanti ft. PsychoYP.mp3,"energetic, upbeat, Afrobeats, male, "
dataset/Luis fonsi ft ozuna - Imposible.MP3,"romantic, upbeat, pop, male, collaboration, Latin"
dataset/Jessie j & billy porter - I want love.MP3,"upbeat, energetic, pop, mixed, duet, love song"
dataset/Rexxie and mohbad ft. sho madjozi - Kpk remix.MP3,"energetic, upbeat, Afrobeats, mixed, "
dataset/CRUISE - DJ -FTF.mp3,"exciting, energetic, electronic, male, featuring"
dataset/Nsg - Grandad.MP3,"upbeat,happy, hip hop, male, "
dataset/Falz ft. ajebo hustlers - Body language.MP3,"upbeat, groovy, Afrobeat, male, collaboration"
"dataset/Choplife soundsystem ft mr eazi, focalistic & anat - By force.MP3","energetic, upbeat, Afrobeats, Hip-hop, mixed, collaboration"
"dataset/Masterkraft ft cdq, magnito , broda shaggi - Kere oh.MP3","energetic,happy, afrobeats, multiple, collaboration, Nigerian music"
dataset/Boy Spyce ft Khaid - I Don't Care.mp3,"upbeat,happy, Afrobeat, male, collaboration"
dataset/Wurld - Wishes n butterflies.MP3,"hopeful, dreamy, R&B, male, artist: Wurld"
dataset/Pheelz - Somebody.MP3,"upbeat,happy, Afrobeats, male, danceable"
dataset/Alpha p - Oh no.MP3,"energetic, upbeat, Afrobeats, male, Nigerian music"
dataset/SHOLZ - Man Down.mp3,"upbeat, energetic, powerful, pop, electronic, male, catchy"
dataset/04 Inkumbulo.mp3,"uplifting, reflective, afro-pop, male, nostalgic"
dataset/Cheque - Call me baby.MP3,"upbeat, energetic, afrobeats, male, catchy"
dataset/Destiny Marshal - Feelings.mp3,"uplifting,happy,energetic, pop, male, upbeat"
dataset/Kolota Final.mp3,"upbeat, energetic, pop, male, danceable"
dataset/Myron - Truth (mp3).mp3,"upbeat, energetic, lively, pop, male, "
dataset/Lifesize-Teddy-Prophecy.mp3,"upbeat, energetic, happy, pop, male, "
dataset/Tiwa savage - 49-99.MP3,"energetic,upbeat, afrobeats, female, popular"
dataset/Ayra Starr - Commas.mp3,"upbeat, energetic, afropop, female, Nigerian"
dataset/Bella Alubo ft Ycee - Fear Love.mp3,"melancholic, romantic, Afrobeats, female, collaboration"
dataset/THE REMEDIES FT PASUMA - JEALOUSY.mp3,"energetic, lively, afrobeat, male, collaboration"
dataset/CLEAN Lil Durk  Hear It Back feat Moneybagg Yo.mp3,"clean, rap, male, feat Moneybagg Yo"
dataset/Rich the kid ft a$ap ferg - Fake diamonds.MP3,"energetic, confident, hip hop, male, collaboration, trap"
dataset/P-Square - Do Me.mp3,"energetic, danceable, Afrobeats, male, Nigerian"
dataset/Rudeboy - Take it.MP3,"upbeat, energetic, Afrobeat, male, dance"
dataset/Larry Gaaga  Ft Jesse Jagz & Tega Starr - Blessings.mp3,"uplifting, grateful, Afrobeat, mixed, collaboration"
dataset/Nasboi-Umbrella-Ft-Wande-Coal.mp3,"upbeat,happy, afrobeat, male, collaboration"
dataset/Idahams-Portion-.mp3,"upbeat,relaxing, afrobeat, male, Nigerian"
dataset/Mr eazi ft simi - Doyin.MP3,"happy, love, Afrobeats, mixed, collaboration"
dataset/Maleek berry - Sisi maria.MP3,"upbeat, Afrobeats, male, Nigerian"
dataset/Khalid - Vertigo.MP3,"chill, reflective, R&B, male, soulful"
dataset/Mr eazi ft simi - Surrender.MP3,"romantic, soothing, Afrobeats, male, female, collaboration, love song"
dataset/Seyi-Vibez-Kingdom.mp3,"soulful, uplifting, Afrobeat, male, Nigerian"
dataset/Fridayy - Don't give up on me.MP3,"uplifting,hopeful, pop, female, inspirational"
dataset/Teni - Marry.MP3,"upbeat, cheerful, Afrobeat, female, love, marriage"
dataset/D'banj ft slimcase - Mo cover eh.MP3,"energetic, upbeat, afrobeats, male, collaboration, Nigerian music"
dataset/Kizz-Daniel-Too-Busy-To-Be-Bae.mp3,"upbeat,happy,energetic, Afrobeats, male, Nigerian"
dataset/Eltee - N4U (Dance Version).mp3,"energetic, upbeat, dance, male, artist: Eltee"
dataset/DJ_CAISE_-_KONTROL_AFRO_HOUSE_REMIX.mp3,"energetic, upbeat, lively, Afro house, male, remix"
dataset/Jenny - Twinsick.MP3,"energetic, upbeat, pop, female, "
dataset/Wizkid - Lagos Vibes.mp3,"chill, groovy, Afrobeats, male, Nigerian"
dataset/DJ Neptune x Joeboy - MuMu.mp3,"upbeat,happy, Afrobeats, male, collaboration,summer hit"
dataset/Joeboy - Spiritual gbedu (a colors show).MP3,"uplifting, lively, energetic, Afrobeats, male, Colors show"
dataset/Flavour - Wiser ft  M I  & Phyno.mp3,"upbeat, Afrobeat, Male, Collaboration"
dataset/Soft - Money (Remix) Ft Wizkid.mp3,"soft, remix, mixed, feat. Wizkid"
"dataset/Titom, Yuppe, S.N.E, EeQue - Tshwala Bam.mp3","energetic, upbeat, kwaito, mixed, collaboration"
dataset/Nadia nakai - Ragga.MP3,"energetic, hype, ragga, female, South African"
dataset/Lyta_-_Bee_Okhype.com_.mp3,"upbeat,happy, Afrobeat, male, danceable"
dataset/Boi-Chase-KOLO.mp3,"upbeat, energetic, Afrobeats, male, vibes"
dataset/Ckay ft Olamide  Wahala.mp3,"energetic, upbeat, Afrobeat, male, collaboration"
dataset/DerriQ-Vibration.mp3,"upbeat,happy,energetic, pop, male, instrumental"
dataset/G2 AMANI - STEPPINS.mp3,"energetic, upbeat, hip hop, male, instrumental"
dataset/Hardy caprio and sl - Xyz.MP3,"energetic,hype, rap, male, collaboration"
dataset/Illbliss-Red-Caps-Igbo.mp3,"energetic, upbeat, lively, hip hop, male, Nigerian, Igbo"
dataset/Blaqbonez - Fashionnova.MP3,"upbeat, energetic, hip hop, male, Nigerian"
dataset/Aitch - Learning curve.MP3,"upbeat,happy, rap, male, "
dataset/Tekno - Mufasa.mp3,"energetic, upbeat, lively, Afrobeat, male, "
dataset/Wizkid - Fever.MP3,"sensual, romantic, Afrobeats, male, Nigerian, popular"
dataset/J balvin - Ambiente.MP3,"upbeat,dance, reggaeton, male, latin"
dataset/Alpha p - Mustang.MP3,"energetic, upbeat, afrobeats, male, Nigerian music"
dataset/Justin bieber ft post malone and clever - Forever.MP3,"upbeat,happy, pop, male, collaboration"
dataset/Deejay_J_Masta_Ft_Jaywillz_1Da_Banton_-_Elegushi.mp3,"upbeat, energetic, afrobeats, male, collaboration"
dataset/Victoria kimani - Wonka.MP3,"energetic, confident, Afrobeat, female, "
dataset/Wally B Seck feat Viviane  Reuguine Tass.mp3,"upbeat, Afrobeat, mixed, collaboration"
dataset/Iyanya ft ayra starr - Call.MP3,"upbeat, romantic, Afrobeat, male, collaboration"
dataset/Seyi-Vibez-Amdallah.mp3,"energetic,happy, Afrobeat, male, upbeat"
dataset/Olamide Ft Rema - Mukulu.mp3,"energetic,dance, Afrobeat, male, collaboration"
dataset/Crossdaboss & ajeutter 22 - Feeling funky.MP3,"funky, hip hop, mixed, "
dataset/Rema - Reason you.MP3,"upbeat, afrobeat, male, Nigerian"
dataset/Kass - Im back.MP3,"energetic, upbeat, pop, male, catchy"
dataset/Fireboy dml ft euro - Adore.MP3,"romantic, Afrobeat, male, collaboration"
dataset/NASY C - Palm Trees.mp3,"relaxed, chill, R&B, male, summer vibes"
dataset/Ill Bliss ft Odumodu - Full Chest.mp3,"energetic, confident, hip hop, male, collaboration, upbeat"
dataset/Peruzzi - Only one.MP3,"romantic, soothing, afrobeat, male, Nigerian"
dataset/Omah lay - Understand.MP3,"upbeat, energetic, Afrobeats, male, Nigerian"
dataset/Konshens - Turn Me On [Clean Version] - March 2017. (128  kbps).mp3,"upbeat, dance, dancehall, male, clean version, 2017"
dataset/Daso - Jara.mp3,"energetic,happy, Afrobeat, male, uplifting"
dataset/Wizkid_-_Diamonds.mp3,"energetic,happy, Afrobeats, male, popular"
dataset/Madrina (cynthia morgan) - Lion master.MP3,"energetic, powerful, Afrobeat, Dancehall, female, "
dataset/Dj Neptune - Tear Rubber ft  Mayorkun  Mr Eazi  Duncan Mighty & Afro B (Remix).mp3,"energetic, Afrobeat, male, collaboration, remix"
dataset/JAY BAHD - YAA BABY.mp3,"energetic, hype, hip hop, male, "
dataset/Waje - I Wish.mp3,"uplifting, hopeful, Afrobeat, female, Nigerian"
dataset/Laycon - Wagwan.MP3,"upbeat, energetic, Afrobeat, male, Nigerian"
dataset/Drake ft playboi carti - Pain 1993.MP3,"energetic, upbeat, hip hop, male, collaboration"
dataset/Pheelz - MAJO.mp3,"uplifting, energetic, positive, Afrobeat, male, Nigeria, Yoruba"
dataset/Reekado banks ft duncan mighty - Byo byo.MP3,"upbeat, lively, Afrobeat, male, collaboration"
dataset/Sick individuals ft nevve - Symphony.MP3,"uplifting, energetic, dance, mixed, collaboration"
dataset/Falz ft demmie vee - Hypocrite.MP3,"serious, thought-provoking, Afrobeat, male, collaboration"
dataset/Bnxn - Mukulu.mp3,"energetic, upbeat, afrobeat, dancehall, male, summer vibes"
dataset/Mr P - For My Head.mp3,"romantic, feel-good, Afropop, male, Nigerian"
dataset/D'banj - Cover me.MP3,"upbeat,happy, Afrobeat, male, Nigerian"
dataset/Kojo funds ft maleek berry - 0%.MP3,"upbeat, energetic, Afrobeats, male, collaboration, summer vibe"
dataset/Black sherif & empire - Run.MP3,"Energetic, Afrobeats, Male, Collaboration"
dataset/4 Days - Magixx.mp3,"upbeat, energetic, dance, afrobeat, male, catchy"
dataset/Martin garrix ft macklemore and patrick stump - Summer days.MP3,"upbeat,happy, pop,electronic, male, collaboration"
dataset/Wizkid - Sweet Love.mp3,"romantic, joyful, Afrobeat, male, popular"
dataset/Juice wrld - Righteous.MP3,"sad, emotional, hip hop, male, tragic, introspective"
dataset/Zlatan - Quilox.MP3,"energetic, afrobeat, male, Nigerian"
dataset/Rashmeet Kaur x C-Mart x Gaz Mawete x Konstantin Reinfeld- Cherí Coco.mp3,"upbeat, energetic, pop, afrobeat, mixed, collaboration"
dataset/Mr_Eazi_-_Legalize.mp3,"upbeat, groovy, Afrobeats, male, danceable"
"dataset/Falz ft niniola, kamo mphela, mpura and sayfar - Squander (remix).MP3","energetic, upbeat, Afrobeat, Amapiano, Mixed, collaboration, remix"
dataset/Kashcoming-Osato clean.mp3,"energetic, upbeat, Afrobeat, male, Nigerian"
dataset/Kizz daniel - Yapa.MP3,"joyful,happy, afropop, male, upbeat"
dataset/Njelic-Umthandazo-Ft-Busi-N-Mthunzi-Laud-Luu-Nineleven.mp3,"upbeat, energetic, Amapiano, mixed, collaboration"
dataset/Modenine ft aina more - Beautiful.MP3,"uplifting, happy, hip hop, male, collaboration"
dataset/Odunsi - Wicked sexy.MP3,"sexy, Afrobeats, male, Nigerian"
dataset/Camila cabello - Liar.MP3,"upbeat, catchy, pop, female, dance"
dataset/Pheelz-Go-Low.mp3,"upbeat,happy, Afrobeats, male, danceable"
dataset/DJ Spinall - Everytime ft Kranium.mp3,"energetic, upbeat, Afrobeats, male, party, dance"
dataset/MOHBAD OJORO.mp3,"energetic, upbeat, Afrobeat, Hip-hop, male, energetic rap"
dataset/Rema - Dnd .mp3,"energetic, upbeat, afrobeats, male, Nigerian"
dataset/Gnash - Nobody's home.MP3,"sad, melancholic, pop, male, "
dataset/Skales - Konibaje.MP3,"energetic, upbeat, Afrobeats, male, collaboration"
dataset/M-Kaze - Kpom Love Gi.mp3,"romantic, love, Afrobeats, male, Nigerian"
dataset/Lifesize teddy - Butterflies.MP3,"upbeat, happy, pop, female, love, catchy"
dataset/Chike ft Mohbad - Egwu .mp3,"upbeat, energetic, Afrobeat, male, collaboration, Nigerian music"
dataset/David guetta ft sia - Flames.MP3,"upbeat, energetic, EDM, mixed, collaboration"
dataset/JAE5-Lojay-Dishonest-feat-Tyler-ICU-Sha-Sha.mp3,"upbeat, chill, Afrobeats, male, collaboration, summer vibes"
dataset/Ice Prince - Make Up your mind ft Tekno.mp3,"energetic, upbeat, Afrobeat, male, collaboration, Nigerian"
dataset/Beyonce ft burna boy - Ja ara e.MP3,"energetic, powerful, Afrobeat, R&B, female, collaboration, popular"
dataset/Kukbeatz  FT Ruger - All of Us.mp3,"upbeat,happy, Afrobeat, male, collaboration"
dataset/Rick ross ft finn matthews - Pinned to the cross.MP3,"serious, intense, hip hop, male, collaboration, powerful"
"dataset/Niniola, oskido - Commando.MP3","energetic, upbeat, afrohouse, female, collaboration"
dataset/Kaptain-Arise-Ft-Gerian.mp3,"uplifting,happy, dance, male, collaboration"
dataset/Nonso Amadi - Kwasia (feat  Eugy).mp3,"chill, romantic, R&B, male, collaboration"
dataset/Mbosso - Nadekezwa.MP3,"romantic,sad, bongo, male, heartbreak"
dataset/Cassper-Nyovest-Ama-Number-Ayi-10-Ft-Abidoza-Kammu-Dee-Luudadeejay.mp3,"upbeat,happy, hip hop, male, collaboration"
dataset/Korra-Obidi-ROMPER.mp3,"energetic, lively, upbeat, Afrobeats, female, dance"
dataset/Mizzle ft oxlade - Smile for you.MP3,"upbeat,happy, Afrobeat, male, collaboration"
dataset/Abuyile.mp3,"uplifting,happy,dance, afro-pop, male, "
dataset/Busy Signal - Beam Up ft. Crazy Russian.mp3,"energetic, upbeat, dancehall, male, collaboration, international"
dataset/Fiokee ft simi and oxlade - Koni koni.MP3,"romantic, soothing, Afrobeat, mixed, collaboration"
dataset/Diamond Platnumz ft Zuchu - Raha.mp3,"happy, energetic, upbeat, Bongo Flava, male and female, collaboration, Tanzanian music"
dataset/Major lazer ft alessia cara - Hell and high water.MP3,"energetic, upbeat, pop, electronic, female, collaboration"
dataset/Justin beiber - Beautiful love (free fire).MP3,"romantic,happy, pop, male, Free Fire"
dataset/Lady zamar - It's you - dreaming.MP3,"dreamy, pop, female, "
dataset/Lowsheen-Ngeke-Ngikwazi-Ft-Basetsana-Caltonic-SA-DJ-Ngwazi.mp3,"energetic, upbeat, amapiano, mixed, collaboration"
dataset/Ruger - Jonzing boy.MP3,"energetic, upbeat, afrobeats, male, Nigerian"
dataset/Zyno-More-Joy.mp3,"happy, upbeat, pop, male, catchy"
dataset/Dj xclusive ft t classic - Buga.MP3,"energetic, upbeat, afrobeats, male, collaboration"
