audio,caption
dataset/Camila Cabello  Bam Bam ft Ed Sheeran.mp3,"upbeat, happy, pop, female, collaboration"
dataset/May Owoyele- Falomo.mp3,"uplifting, energetic, Afrobeat, female, Nigerian"
dataset/Teni - Complain.MP3,"energetic,happy, afrobeat, female, upbeat"
dataset/Seyi shay ft yemi alade - Pempe.MP3,"upbeat, energetic, Afrobeats, female, collaboration"
dataset/B red ft 2baba - Kingdom come.MP3,"upbeat, romantic, Afrobeat, male, collaboration"
dataset/Burna Boy Sittin - On Top Of The World.mp3,"upbeat,happy, afrobeat, male, Nigeria,African"
"dataset/Mankay & Choco Dynasty, Pushkin RSA & Springle - Dali (feat. DJ Rhuu, Faith Strings & T&T Musiq).mp3","energetic, uplifting, afro-house, mixed, collaboration"
dataset/D-banj - Koko.mp3,"upbeat, energetic, Afrobeat, male, popular, dance"
dataset/Olamide -  No Worries.mp3,"upbeat,happy, afrobeat, male, Nigerian"
"dataset/Ice prince ft m.i,kwesta,sarkodie and khaligraph - Feel good (remix).MP3","upbeat,happy, hip hop, male, collaboration,remix"
dataset/Burna Boy - Devil In California.mp3,"energetic,upbeat, afrobeat, male, Nigerian"
dataset/Wurld - Show you Off ft Shizzi  Walshy Fire.mp3,"upbeat, happy, Afrobeats, male, collaboration"
dataset/DJ Neptune Ft Joeboy - Mumu.mp3,"party, energetic, afrobeats, male, collaboration"
dataset/Aremmic - Echoes of love.mp3,"romantic, soothing, pop, male, "
dataset/Felo Le Tee - 66 (Mixed)_(muzmo.pro).mp3,"laid-back, chill, upbeat, house, male, mixed, energetic"
dataset/Adekunle gold - Tio baby.MP3,"romantic, soothing, Afrobeat, male, Nigerian"
dataset/Migos - Stripper bowl.MP3,"energetic, upbeat, hip hop, male, "
dataset/Reminisce - Gbedu.mp3,"upbeat,happy, Afrobeat, male, Nigerian"
dataset/Victony - Pray.mp3,"hopeful, uplifting, hip hop, female, inspirational"
dataset/Ice-Prince Ft Ajebo Hustlers - Woman of Virtue.mp3,"upbeat, inspiring, Afrobeat, mixed, collaboration"
dataset/TIMI DAKOLO - Men Of The South.mp3,"uplifting, nostalgic, soul, R&B, male, motivational"
dataset/Olamide - Street jam.MP3,"energetic,celebratory, Afrobeats, male, Nigeria"
dataset/Armani White - BREATHE.mp3,"energetic, upbeat, hip-hop, male, "
dataset/Yemi-Alade - Tomorrow.mp3,"upbeat,happy, Afrobeat, female, empowering"
dataset/6uff - Luku luku.MP3,"upbeat, energetic, afrobeat, male, danceable"
dataset/CELO - ADRENALINE.mp3,"energetic, powerful, electronic, male, upbeat"
dataset/Nicki minaj - Barbie tingz.MP3,"energetic, confident, hip hop, female, "
dataset/Crayon-Adey.mp3,"upbeat, catchy, energetic, Afrobeats, male, Nigerian, collaboration"
dataset/Medicine Official Video by Jaywillz.mp3,"upbeat,happy, Afrobeat, male, official video"
dataset/Kizz-Daniel-Blood-Is-Thicker.mp3,"upbeat, energetic, Afrobeats, male, catchy"
"dataset/Ice  Prince ft Sarkodie, Magnito , REXXIE - Bank Alert (Remix).mp3","energetic, upbeat, hip hop, male, collaboration, remix"
dataset/Ayra Starr_Cast (Clean).mp3,"upbeat, energetic, afrobeat, female, clean version"
dataset/Chike - Man Not God.mp3,"uplifting, inspirational, Afrobeats, R&B, male, Nigerian, soulful"
dataset/Goldmax-Mali-Talk-ft-Sykes-Worst-Behaviour.mp3,"energetic, upbeat, afrobeat, male, collaboration"
"dataset/Dj khaled ft justin bieber,chance the rapper , q - No brainer.MP3","upbeat,happy, pop,hip hop, mixed, collaboration"
dataset/G2 AMANI - TASTY.mp3,"energetic, upbeat, pop, female, "
dataset/Joyner  lucas - I love.MP3,"happy, love, hip hop, male, explicit"
"dataset/Ggoldie & Odumodublvck - Asambe Remix (ft. Ceeka RSA, Chley, TMA_RSA & Rivalz).mp3","energetic, upbeat, afrobeat, amapiano, mixed, remix, collaboration"
dataset/Stakev-Umshini-(JustNaija.com).mp3,"energetic, lively, Amapiano, male, "
dataset/Cassper nyovest - K sazobalit.MP3,"upbeat, energetic, hip hop, male, African music"
dataset/Rihanna - Answer.MP3,"energetic, empowering, pop, R&B, female, "
dataset/Nkosazana-Daughter-In-Love-with-a-Foreigner-ft-Young-Jonn.mp3,"joyful, energetic, Afrobeat, Male, Collaboration, Summer vibes"
dataset/Nishike - Sauti Sol.mp3,"upbeat, energetic, Afro-pop, mixed, popular"
dataset/Bnxn - Say My Name.mp3,"energetic, confident, hip hop, male, catchy, urban"
dataset/Noon Dave - Hillary.mp3,"upbeat,happy, pop, male, "
dataset/Charlie Puth  Left and Right feat Jung Kook of BTS Radio Edit.mp3,"upbeat,happy, pop, male, collaboration"
dataset/David guetta ft anne marie - Dont leave me alone.MP3,"upbeat, energetic, pop, electronic, mixed, collaboration"
dataset/King perry - Citizen of the world.MP3,"upbeat, positive, Afrobeat, male, world music"
dataset/MAVIN -ALLE.mp3,"energetic, upbeat, afrobeats, male, dance, party"
dataset/Blood Tonic - Guchi.mp3,"energetic, powerful, empowering, pop, female, uplifting"
dataset/Sam-deep-Yellowish-Ft-Prosoul-Da-Deejay.mp3,"deep, yellowish, ft-Prosoul-Da-Deejay, male, Sam"
dataset/DanDizzy-Morale.mp3,"energetic,happy,upbeat, rap, male, Nigerian"
dataset/Bruce Melodie - When She Is Around (Funga Macho) ft Shaggy clean.mp3,"romantic, joyful, Afrobeat, Dancehall, Male, Collaboration"
dataset/Sefa - Vibration ft. Meiway.mp3,"energetic,happy, electronic, mixed, collaboration,upbeat"
dataset/Dremo - Iro Nla.mp3,"energetic,happy, afrobeats, male, Nigerian"
"dataset/Felo Le Tee, Mellow & Sleazy & Chley - Vuma.mp3","energetic, upbeat, Amapiano, mixed, collaboration"
dataset/Tekno-Can-t-Chase.mp3,"energetic, upbeat, Afrobeat, male, dance"
dataset/Terry Apala - Keep Them Talking.mp3,"upbeat, lively, Afrobeat, male, catchy"
dataset/Joeboy Ft-Ludacris - Chicken-Spice Curry.mp3,"upbeat,happy, Afrobeats, male, collaboration,uplifting"
dataset/Adekunle Gold - Sisi Ganja.mp3,"happy, upbeat, Afrobeat, male, Nigerian"
dataset/Innoss-B-Kiss-ft-Zuchu.mp3,"upbeat, joyful, Afrobeat, Mixed, collaboration"
dataset/Wizkid - Flower pads.MP3,"uplifting, energetic, afrobeat, male, summer vibes"
dataset/Wande Coal - Baby Hello.mp3,"happy, energetic, Afrobeat, male, Nigerian"
dataset/Mas-Musiq-Mas-thokoze-ft-Sino-Msolo-Jay-Sax.mp3,"joyful, upbeat, amapiano, mixed, "
dataset/Octavian ft future - Rari.MP3,"energetic, hype, rap, male, collaboration"
dataset/Toby Grey - Don't Stress Me.mp3,"upbeat,happy, Afrobeat, female, catchy"
dataset/Dotman ft peruzzi - Say no more.MP3,"energetic, upbeat, afrobeat, male, collaboration"
dataset/Dammy-Krane-Fujipiano.mp3,"energetic,upbeat, Afrobeat, male, "
dataset/Kabza-De-small-x-Dj-Maphorisa ft TNK-Musiq-Ricky-Lenyora-Vaal-Nation -Wetsalang.mp3,"upbeat,happy, Amapiano, mixed, collaboration"
dataset/Wande Coal - You Bad ft D'banj.mp3,"energetic, upbeat, afrobeat, male, collaboration"
dataset/Kizz Daniel Anchovy.mp3,"upbeat,happy, Afrobeat, male, catchy"
dataset/Charli xcx - Tough love.MP3,"upbeat, energetic, pop, female, Charli XCX"
dataset/Shanl - Tchizambengue.MP3,"upbeat, energetic, afropop, female, party, dance"
dataset/Bandros-Brenda-ft-Villosoul-ZANI-KG-Mr-Sam.mp3,"upbeat, energetic, afro-house, mixed, collaboration"
dataset/Ray blk ft. stefflon don - Over you.MP3,"heartbreak, empowerment, R&B, Hip-hop, female, collaboration"
dataset/Crayon-Calvary-Kid.mp3,"upbeat, energetic, pop, male, fun, catchy"
dataset/Teni-Lanke clean .mp3,"upbeat,happy, afropop, female, Nigerian"
dataset/Kabza-De-Small-Company-Amapiano-Remix-ft-Aka.mp3,"upbeat,dance, Amapiano, male, feat.AKA"
dataset/Nthabi-Sings-THANDAZA-ft-Ntate-Stunna-2point1-(JustNaija.com).mp3,"upbeat, afro-pop, female, collaboration"
dataset/Davido_-_Legends_Can_Never_Die_LCND.mp3,"upbeat,happy, afrobeat, male, Nigerian"
dataset/Roddy ricch - Prayers to the rap god.MP3,"upbeat, energetic, hip hop, male, Roddy Ricch"
dataset/Mr ReaL - wiz Khalifa (radio).mp3,"upbeat, energetic, hip hop, male, radio"
dataset/Kolaboy-Ugomma-ft-Jaydee-Bombshell.mp3,"happy, upbeat, Afrobeats, male, collaboration"
dataset/Basketmouth Featuring PERUZZI “PARTY”.mp3,"party, afrobeat, male, "
dataset/Davido - Holy Ground ft Nicki Minaj.mp3,"sensual, energetic, afrobeat, hip hop, male, female, collaboration"
dataset/HOTKID FT YO X - METRO.mp3,"energetic, exciting, pop, hip hop, male, collaboration"
"dataset/D'INCREDIBLE DJ - KILODE FT PRAIZ , SAVVY TG.mp3","upbeat, energetic, Afrobeats, male, collaboration"
dataset/Niniola - Omo rapala.MP3,"upbeat, energetic, danceable, Afrobeats, female, Niniola, Nigerian music"
dataset/The-Cavemen-Dance-Your-Dance.mp3,"upbeat, energetic, rock, male, dance"
dataset/Mayorkun Ft Vict0ny - Holy Father dflamz radio .mp3,"energetic, uplifting, Afrobeats, male, collaboration"
dataset/Travis scott - Mafia.MP3,"energetic,hype, hip-hop, male, "
dataset/Av - Thug love.MP3,"romantic, energetic, hip hop, male, love song"
dataset/Christine and the Queens ft. 070 Shake - True love.mp3,"energetic, emotional, powerful, pop, female, collaboration"
dataset/Dyo - Arena.MP3,"upbeat, energetic, pop, female, arena"
dataset/Adekunle Gold - 5 Star.mp3,"upbeat,happy, afrobeat, male, Nigerian"
dataset/Not3s - Princ3.MP3,"upbeat, energetic, hip hop, male, UK rap"
dataset/Dj Tunez - Pami ft Wizkid  Adekunle Gold & Omah Lay.mp3,"upbeat, energetic, afrobeats, male, collaboration"
dataset/Victoria kimani ft r.city - China love.MP3,"romantic, upbeat, afrobeat, female, collaboration"
dataset/Kayode Ft PsychoYP & Odumodublvck -  Blessings.mp3,"energetic, upbeat, afrobeats, male, collaboration, hip hop"
dataset/Iyanya - Flavour.mp3,"energetic, lively, Afrobeat, male, Nigeria, dance"
dataset/Cuppy - Gelato Ft Zlatan.mp3,"upbeat,happy, Afrobeats, female, collaboration"
dataset/Junior taurus ft kaylow - Settle down.MP3,"relaxing, romantic, house, male, collaboration"
dataset/Dandizzy - Who go.MP3,"energetic, upbeat, hip hop, male, Nigerian artist"
dataset/13 In Love with a Foreigner (feat. Young Jonn).mp3,"romantic, upbeat, afrobeat, male, collaboration, love"
dataset/JAE5-Watermami-Ft-Lojay.mp3,"upbeat, joyful, Afrobeats, male, collaboration, summer vibes"
dataset/Moonchild_Sanelly_-_Thunda_Thighs_70807718.mp3,"upbeat,dance, afrobeats, female, catchy"
dataset/Supreme swiss - 1224.MP3,"upbeat, energetic, hip hop, male, collaboration"
dataset/Ayra starr - Sare.MP3,"upbeat, lively, Afrobeat, female, Nigerian"
dataset/REMA FT SHALLIPOPI - BENIN BOYS.mp3,"energetic, upbeat, afrobeat, male, collaboration, Nigerian"
dataset/Nasty c ft crownyung - God flow.MP3,"energetic,powerful, hip hop, male, collaboration,rap"
dataset/Dice ailes - Ginika.MP3,"upbeat,happy, afrobeats, male, Nigerian"
dataset/Ajebutter22 Ft LadiPoe Soft Life.mp3,"chill, relaxed, Afrobeat, male, collaboration"
dataset/Simi ft Adekunle Gold & Deja - Happy Birthday.mp3,"celebratory, joyful, happy, Afrobeat, R&B, mixed, collaboration"
dataset/Wakadinali - Hizi Stance.mp3,"energetic,hype,determined, hip hop, male, Kenyan rap"
dataset/SlimCase Ft Lord Sky XL (Radio Edit) Clean Version.mp3,"upbeat,dance, Afrobeats, male, clean version"
dataset/Bia and nicki minaj - Whole lotta money (remix).MP3,"energetic, confident, hip hop, female, collaboration, remix"
dataset/Qdot ft bella shmurda - Juba.mp3,"energetic, uplifting, Afrobeats, male, "
dataset/Justin skye - What a lie.MP3,"soulful, emotional, R&B, female, "
dataset/Bad Boy Timz - Move.mp3,"energetic, upbeat, Afrobeats, male, Nigerian artist"
dataset/Mohbad - Weekend.MP3,"upbeat,happy, Afrobeats, male, Nigeria, fast tempo"
dataset/Mbosso Ft-Ruby-Pole.mp3,"energetic, upbeat, Bongo Flava, male, collaboration, Swahili"
dataset/Olamide ft phyno - Warlords.MP3,"energetic, powerful, Afrobeat, Hip hop, male, collaboration"
dataset/Lojay Ova.mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Mabel - Don't call me up.MP3,"upbeat, Pop, Female, "
dataset/Amaeya-On-My-Own-(JustNaija.com).mp3,"upbeat,happy, afrobeat, female, solo"
dataset/EMO Grae - Suddenly.mp3,"emotional, melancholic, Afrobeat, male, love, breakup"
dataset/Dj voyst ft victony - B.o.a (based on analysis).MP3,"upbeat,dance, Afrobeats, mixed, collaboration"
dataset/G2 amani - Fade away.MP3,"melancholic, nostalgic, pop, female, "
dataset/The-Voshorist-Umoya.mp3,"upbeat,energetic,happy, pop, male, instrumental"
dataset/Dj khalid ft 21 savage and justin bieber - Let it go.MP3,"upbeat, energetic, pop, hip hop, male, collaborative, catchy"
dataset/Mr Eazi - Skin Tight (UK Remix) Ft  Haile  Stefflon Don.mp3,"sensual, upbeat, Afrobeat, R&B, male, collaboration, remix"
"dataset/Wurld ft erica banks, amaarae - Bossy ( remix).MP3","energetic, confident, Afrobeat, mixed, remix"
dataset/Ghetto Kids - Tunakupenda ft Eltee Skhillz .mp3,"upbeat,happy, afrobeat, mixed, collaboration"
dataset/Ruger-Addiction-ft-Stefflon-Don.mp3,"energetic,happy, afrobeat, male, collaboration"
"dataset/Odumodublvck ft cruel santino, bella shmurda - Dog eat dog.MP3","energetic, edgy, Afrobeats, multiple, collaboration, Nigerian music"
dataset/LOJAY X DJ MAPHORISA X KABZA DE SMALL X HERC - CANADA).mp3,"energetic,upbeat, afrobeats,amapiano, male, collaboration"
dataset/Iz Going (Radio Edit) Bad Boy Timz.mp3,"energetic, upbeat, Afrobeats, male, Radio Edit, Nigerian"
dataset/Bloody-Civilian-Come-From.mp3,"aggressive, intense, powerful, rock, male, energetic, rebellious"
dataset/VJ Adams - Mi O Raye Oshi ft T-Josh.mp3,"upbeat, lively, afrobeat, male, collaboration"
dataset/Timi Dakolo - Take Ft  Olamide.mp3,"upbeat, energetic, Afrobeat, male, collaboration"
dataset/Gryffin zohara - Remember.MP3,"upbeat, nostalgic, electronic, pop, mixed, collaboration"
dataset/Sgija sins (feat. Mellow & Sleazy & Visca).mp3,"energetic, hype, hip hop, mixed, feat. artists: Mellow, Sleazy, Visca"
dataset/Ti Blaze Panic.mp3,"upbeat, energetic, hype, hip hop, male, fast tempo"
dataset/Elohim - Tv.MP3,"energetic,happy, pop, female, upbeat"
"dataset/Dj tunez, ashanti & adekunle gold - Energy.MP3","energetic, upbeat, Afrobeats, mixed, collaboration"
dataset/Reminisce - Toxic ft Adekunle Gold.mp3,"nostalgic, emotional, Afrobeats, male, collaboration"
dataset/Bad Boy Timz Faya.mp3,"upbeat, afrobeats, male, Nigeria"
"dataset/Quality control ft megan thee stallion, quavo, cit - Pastor.MP3","energetic, upbeat, hip-hop, mixed, collaboration"
dataset/Ty dolla $ign ft j. cole - Purple emoji.MP3,"romantic, chill, R&B, Hip-hop, Male, collaboration"
dataset/Victor ad - Kpokpo didi.MP3,"upbeat,happy, afropop, male, Nigerian"
dataset/Show Dem Camp - Kele ft BOJ.mp3,"upbeat, groovy, Afrobeat, male, collaboration"
dataset/Udoamaka new_fin.mp3,"energetic,happy, Afrobeat, female, upbeat, dance"
dataset/Laycon - Fall for Me Ft YKB.mp3,"romantic, soothing, Afrobeats, male, collaboration, Nigerian music"
dataset/KIZZ DANIEL - TOO BUSY TO BE BAE.mp3,"upbeat, energetic, Afrobeats, male, danceable"
dataset/Vybz Kartel x Squash  Giant  Clean Version.mp3,"energetic, lively, dancehall, male, collaboration, clean version"
dataset/JaidoP - Busy.mp3,"energetic, upbeat, afrobeats, male, Nigerian artist"
dataset/Eo - Bend low.MP3,"energetic,happy, pop, female, catchy"
dataset/Wizkid - Expensive.mp3,"upbeat, afrobeats, male, popular"
dataset/VJ Adams - Alafia.mp3,"happy, upbeat, Afrobeats, male, Nigeria, Yoruba"
dataset/Fireboy DML - Shade .mp3,"melancholic, soulful, Afrobeat, R&B, male, Nigerian"
dataset/T-classic - Oliver twist.MP3,"upbeat,dance, afrobeat, male, Nigerian"
dataset/Njabz-Finest-Sgcebe-Ft-Masterpiece-YVK-Soweto-s-Finest-(JustNaija.com).mp3,"upbeat,happy, amapiano, male, collaboration"
"dataset/Harry Carter feat. Favi, Reezybag & Zayy The Dino - Ovbere.mp3","energetic, upbeat, hip hop, rap, mixed, collaboration"
dataset/Khaid-People-Evil.mp3,"energetic, dark, rap, male, explicit"
dataset/Jaywon - Aje(Remix) ft Barry Jhay & Lyta.mp3,"uplifting, inspirational, Afrobeats, male, collaboration, remix, Nigerian music"
dataset/Kaesyle - Egberi.mp3,"upbeat, lively, energetic, Afrobeat, male, danceable, party"
dataset/Alpha p - Number one.MP3,"energetic, upbeat, Afrobeats, male, Nigerian"
dataset/Timaya ft ali kiba - Number one.MP3,"energetic,upbeat, afrobeat, male, collaboration"
dataset/Lovn - Caution.mp3,"romantic, passionate, pop, female, upbeat"
dataset/Iyanya ft Mayorkun & Tekno - One Side Remix.mp3,"upbeat, energetic, Afrobeats, male, collaboration, remix"
dataset/Popcaa  ft Burna Boy - Aboboyaa.mp3,"energetic, upbeat, Afrobeats, mixed, collaboration, dance"
dataset/Dalone - Fire .mp3,"energetic, powerful, pop, male, "
"dataset/Royal MusiQ, Mr JazziQ, Mash SA & Djy Zan SA - Awu'Yebo.mp3","upbeat, energetic, groovy, amapiano, male, collaboration, South African music"
dataset/Siifa - Soro.mp3,"upbeat,happy,energetic, Afrobeat, female, "
dataset/Playboy_Casted_ft_Bella_Shmurda_-_Alot.mp3,"energetic,hype, afrobeat, male, collaboration"
dataset/Tiwa savage - Koroba.MP3,"upbeat,dance, afrobeat, female, Nigerian"
dataset/Mr eazi and king promise ft joey b - Call waiting.MP3,"upbeat, catchy, afrobeats, male, collaboration"
dataset/Yonda - Bad Girl Riri ft  Mayorkun.mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Mahalia ft little simz - Proud of me.MP3,"empowering, proud, R&B, Hip Hop, female, "
dataset/Iyanya-Strong-ft-Myron.mp3,"strong, powerful, afrobeat, male, "
dataset/Basiil-Taboo.mp3,"upbeat, energetic, pop, male, "
dataset/YEMI ALADE ft AJEBO HUSTLERS - EFCC.mp3,"upbeat,happy, afrobeat, female, collaboration"
dataset/Camidoh  Sugarcane Remix  ft King Promise Mayorkun  Darkoo DFLAMZ RADIO .mp3,"upbeat, energetic, Afrobeats, male, collaboration, remix"
dataset/Koffee - Rapture.MP3,"upbeat,happy, reggae, female, "
dataset/Tiwa savage - One.MP3,"upbeat, energetic, Afrobeats, female, popular"
"dataset/Inkabi-Zezwe Ft-Sjava , Big Zulu - Ilanga.mp3","uplifting, energetic, hip hop, male, collaboration"
dataset/Stefflon_Don_ft_French_Montana_-_Hurtin_Me_Talkmuzik-1.mp3,"upbeat, sensual, pop, hip hop, female, "
dataset/Zlatan - Jaboti.MP3,"energetic, upbeat, afropop, male, Nigerian"
dataset/Zlatan - Gbeku ft Burna Boy.mp3,"energetic,dance, afrobeat, male, collaboration,upbeat"
dataset/Kida kudz - National anthem.MP3,"energetic, upbeat, Afrobeats, male, catchy"
dataset/Blaqbonez ft ludacris - Cinderella girl (where you dey).MP3,"romantic, upbeat, hip hop, pop, male, collaboration"
dataset/Russ - Paranoid.MP3,"paranoid, hip hop, male, "
dataset/Doja cat ft nicki minaj - Say so (remix).MP3,"fun, upbeat, pop, female, collaboration"
dataset/Oxlade feat. Camila Cabello – KU LO SA.mp3,"upbeat, lively, Afrobeat, Pop, mixed, collaboration"
dataset/Little mix ft sharaya j - Strip.MP3,"upbeat, empowering, pop, female, collaboration"
dataset/Nicki minaj - Megatron.MP3,"energetic, confident, playful, hip hop, rap, female, pop"
dataset/Tman-Express-Iscefe-Esimnandi-Ft-Dj-Maphorisa-Mellow-Sleazy-Madumane.mp3,"upbeat, energetic, amapiano, mixed, "
dataset/BAD BOYS Sabrina (feat. Guchi).mp3,"energetic, upbeat, pop, female, collaboration"
dataset/Toosii ft 21 savage - Pull up.MP3,"energetic, aggressive, hip-hop, male, collaboration"
dataset/Bryson Messia - Talibans.mp3,"intense, energetic, hip hop, male, explicit"
dataset/Ayra Star  Ft Milar - 1942.mp3,"energetic, funky, afrobeat, female, collaboration"
dataset/Dai verse ft buju - Sweet daddy.MP3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Lil wayne - Good morning.MP3,"upbeat,happy, hip hop, male, Lil Wayne"
"dataset/Emjaykeyz , The Couzin , Redash - Sengimoja Feat. Sai Hle , Sipho Magudulela  ( Official Audio ).mp3","energetic,happy, afrobeat, mixed, collaboration,official audio"
"dataset/DJ BIG N FT AYRA STARR, OXLADE - HOW MANY TIMES.mp3","upbeat, energetic, Afrobeats, mixed, collaboration"
"dataset/MgucciFab - Ethekwini (feat. Donald, Starr Healer & Exceed).mp3","upbeat,happy, afro-pop, mixed, collaboration"
dataset/JAE5 Ft BNXN - Love-Made-Me-Do-It.mp3,"upbeat, energetic, Afrobeats, mixed, collaboration"
dataset/Rema - Bad commando.MP3,"energetic, powerful, afrobeats, male, "
dataset/Yemi Alade - Number 1.mp3,"energetic, upbeat, afrobeat, female, popular"
dataset/Bandros-Xigubu-Ft-Tonic-Blue-Mr-Sam.mp3,"energetic, upbeat, dance, afro-house, mixed, collaboration, South African music"
dataset/Otega Ft Jaido P - Work And Pray.mp3,"uplifting,hopeful, Afrobeat, male, collaboration"
dataset/Wizkid - Jaiye Jaiye Ft  Femi Kuti.mp3,"energetic, uplifting, Afrobeats, male, collaboration, Nigerian music"
dataset/Wurld - Candy.MP3,"lively, upbeat, Afrobeat, male, urban"
dataset/Paris - King Promise.mp3,"upbeat,happy, Afrobeats, male, love,romantic"
dataset/Teni-Isolate DFLAMZ RADIO .mp3,"upbeat, energetic, Afrobeats, female, Isolation, DFLAMZ RADIO"
dataset/Luna-Elle-Pick-Up-I-m-Alone.mp3,"calm, introspective, pop, female, solo, upbeat"
dataset/Dj tunez ft mohbad and rexxie - Mmm.MP3,"energetic, upbeat, afrobeats, male, collaboration, Nigerian music"
dataset/Wizkid ft skepta and naira marley - Wow.MP3,"energetic, upbeat, Afrobeat, male, collaboration"
dataset/Wizkid ft ella mai - Piece of me.MP3,"upbeat, romantic, Afrobeat, R&B, male, female, collaboration, hit"
dataset/Rexxie Ft Naira Marley  Skiibii Abracadabra Radio Edt Clean Version.mp3,"energetic, upbeat, afrobeats, male, collaboration"
dataset/11-Korede-Bello-Tell-Me-.mp3,"upbeat, Afropop, male, Nigerian"
dataset/Selebobo - Flex.mp3,"upbeat,happy, Afrobeats, male, dance,party"
"dataset/Belters Only, Sonny Fodera, Jazzy - Life Lessons clean.mp3","upbeat, lively, energetic, house, jazz, mixed, instrumental"
dataset/Malome-Vector-Fancy-Life.mp3,"lively, energetic, hip hop, male, south african"
dataset/Chase Music x Noah Aire - Now Not Later ft Berryvybes x King AMO x Kaylu x Paul Holler.mp3,"upbeat, energetic, hip hop, mixed, collaboration"
dataset/Vector - License.mp3,"energetic, upbeat, powerful, hip hop, male, driving, bass-heavy"
dataset/Ayra Starr ft Milar - 1942.mp3,"upbeat, energetic, lively, Afrobeats, female, collaboration"
dataset/J hus ft koffee - Repeat.MP3,"upbeat, energetic, Afrobeat, Reggae, male, female, collaboration"
dataset/Bella alubo - African Barbie.mp3,"upbeat, vibrant, Afrobeat, female, Barbie"
dataset/PRAIZ - DEY WITH YOU.mp3,"romantic, upbeat, afrobeats, male, love song"
dataset/LAX-Lockdown-A-COLORS-SHOW.mp3,"chill,relaxing,cool, hip hop, male, live performance"
dataset/Kholi - Dey Play.mp3,"upbeat,happy, Afrobeat, male, dance"
dataset/Rayvanny Ft Joozey & S2kizzy -Sisi.mp3,"upbeat, energetic, bongo flava, male, collaboration"
dataset/Skales ft 1da banton - Say you bad (remix).MP3,"energetic, confident, Afrobeat, Dancehall, male, remix"
dataset/David guetta and bebe rexha - I'm good.MP3,"upbeat, energetic, pop, mixed, collaboration"
dataset/Mr eazi - Pour me water.MP3,"relaxed, upbeat, Afrobeats, male, danceable"
dataset/Zlatan - Ale Yi.mp3,"energetic, upbeat, afrobeats, male, "
dataset/Amaarae  JUMPING SHIP ft Kojey Radical  Cruel Santino Clean.mp3,"energetic, lively, afrobeat, hip-hop, female, collaboration, clean version"
dataset/The cavemen - Udo.MP3,"energetic, upbeat, rock, male, nostalgic, catchy"
dataset/Dj frass ft stefflon don - Sweet bounce.MP3,"energetic, upbeat, dancehall, female, collaboration"
dataset/Dj tpz ft leon lee - Gae.MP3,"energetic, upbeat, afro house, male, collaboration"
dataset/Timaya ft falz - Win.MP3,"energetic, upbeat, afrobeat, male, collaboration"
dataset/Kalado - Boo Boo Whine (Clean).mp3,"upbeat,happy, dancehall, male, "
dataset/Gayle - Abc(nicer).MP3,"happy, energetic, pop, female, catchy"
dataset/Mohbad Beast Peace.mp3,"energetic, aggressive, hip hop, male, Nigerian artist"
dataset/UA.X - KOSELOMI.mp3,"upbeat, energetic, electronic, male, instrumental"
dataset/Simi (feat. Falz) - Borrow Me Your Baby.mp3,"upbeat, playful, Afrobeats, female, collaboration"
dataset/Iyanya - No Drama.mp3,"upbeat,happy, Afrobeats, male, dance"
dataset/Nonso bassey - For you.MP3,"romantic, emotional, R&B, male, soulful"
dataset/Shallipopi-Wet-on-Me-ft-Zerrydl.mp3,"upbeat,happy, pop, female, "
dataset/French montana ft benny the butcher - Wave blues.MP3,"chill,relaxed, hip hop, male, collaboration"
dataset/Ycee - Vacancy.MP3,"energetic, upbeat, Afrobeats, male, Nigerian, dance"
dataset/Rudeboy - Reality.MP3,"upbeat,happy, Afrobeats, male, love,life"
dataset/Fireboy DML Someone.mp3,"upbeat, romantic, Afrobeat, male, Nigerian"
dataset/Sigrid - Don't feel like crying.MP3,"upbeat,happy, pop, female, empowering"
dataset/Timi-Dakolo-Anything-For-You.mp3,"romantic, soulful, R&B, male, love song"
dataset/Abena (Radio Edit) ILLBliss Ft 1Dahams.mp3,"energetic, upbeat, afrobeat, male, collaboration"
dataset/Martin garrix ft jrm - These are the times.MP3,"upbeat,happy, pop, male, collaboration"
dataset/Jahvillani  Nudity Clean Version.mp3,"upbeat,energetic, dancehall, male, "
dataset/DarkoVibes Ft Oxlade - Feel Your Body.mp3,"upbeat, romantic, afrobeat, male, collaboration, summer vibes"
dataset/Gaba-Cannal-George-Lesley-ft-Russell-Zuma-Eduze.mp3,"upbeat, energetic, lively, amapiano, mixed, collaboration"
dataset/Mr 2kay - Turn Up ft Funkcleff.mp3,"energetic, lively, Afrobeat, male, "
dataset/Gdzilla-Idan.mp3,"energetic, intense, hip-hop, male, fast-paced"
dataset/Wande Coal - The Kick Ft  Don Jazzy.mp3,"energetic,upbeat, afrobeat, male, collaboration"
dataset/Dammy que and richthug - Funwonje.MP3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Yemi Alade - K I S S I N G.mp3,"romantic, lively, Afrobeat, female, upbeat"
dataset/T Classic - Monalisa.mp3,"romantic, soothing, Afrobeats, male, heartbreak"
dataset/Post malone - Wow.MP3,"energetic,hype, hip hop, male, "
dataset/Chris brown ft nicki minaj and g eazy - Wobble up.MP3,"energetic, upbeat, pop, hip hop, male, female, collaboration"
